,Mycontrast.logFC,Mycontrast.logCPM,Mycontrast.LR,Mycontrast.PValue,Mycontrast.FDR
CPAMD8,-1.81948638428624,4.95664831498319,43.0398670766051,5.36356914546178e-11,2.64419981826391e-10
CPB1,3.89441730890099,9.01905262338551,13.9422787018406,0.000188510350629764,0.000399139652513197
CPEB1,-1.47153673366535,1.8870852408998,41.5784142153587,1.13236663932484e-10,5.36339258144847e-10
CPLX1,1.06936319876807,3.39371192194097,20.8548824688152,4.95427751136859e-06,1.32586477282335e-05
CPLX2,10.2045668966826,3.15138625825354,25.6254165128825,4.14543071234647e-07,1.26843833278966e-06
CPM,-2.01187593174089,6.27048908152484,36.1512798246892,1.82578533408277e-09,7.53093631703747e-09
CPNE2,-1.43972609914911,5.45937463125192,74.9299508914854,4.87714832966081e-18,5.47527349928134e-17
CPNE7,2.14032890343495,3.1946259493167,30.4464315911653,3.43214079083845e-08,1.21539246099194e-07
CPNE8,-1.39167531987247,3.51810443991187,58.3170325359258,2.23104137417126e-14,1.66457391214328e-13
CPS1,-2.11123706474284,3.0297121470864,68.1429709685458,1.5206055518409e-16,1.44429977013129e-15
CPVL,-1.11849507619899,4.8433227345721,24.8310047912476,6.25827074213793e-07,1.87961861018992e-06
CPXM2,-1.96022441485003,5.9714720517093,49.5897964543025,1.89496693325925e-12,1.1264762873647e-11
CR1,-1.49056266846641,1.49347051519669,13.6863852818415,0.000216014859076392,0.000452869041016638
CRABP2,2.3820828803524,8.60570718443877,82.0882925967748,1.30141204620512e-19,1.732283178758e-18
CRB2,-1.92458784359515,1.72671049266653,29.2825937023249,6.25550944123107e-08,2.144397740106e-07
CRB3,1.96648402095806,3.71524632836008,62.6470915137396,2.47269851390997e-15,2.05399030837446e-14
CREB3L1,2.27170337895991,5.86740096763172,126.021800292188,3.04123957696668e-29,1.02339263417774e-27
CREB3L4,1.7782413229024,6.62423828419463,78.6934069698769,7.25372518414782e-19,8.90082687479943e-18
CREB5,-2.59816437884579,4.17040294973787,106.898828020144,4.68485607602166e-25,1.10748990141222e-23
CRHBP,-3.47150033023405,2.00350173193715,47.0135648058638,7.04970934704035e-12,3.88568994068301e-11
CRHR1,-1.30527937868815,1.57292773388555,12.8507897752793,0.000337336837993814,0.000689145149446554
CRIM1,-1.67200981816081,8.18800287189247,79.0334423779624,6.10674010182639e-19,7.54251017632883e-18
CRIP1,1.78266792599001,3.28501621036388,59.837750940348,1.03008454594318e-14,7.98345784109079e-14
CRISP3,4.67479271381081,4.88256352625541,44.5131676934899,2.52652198602035e-11,1.30746769390327e-10
CRLF1,-1.31659392118655,3.50373201494476,19.4702117301074,1.02180826604328e-05,2.62537453006952e-05
CRTAC1,-2.18917972384236,3.52733776481723,25.4417305744684,4.55947844897968e-07,1.38900878107369e-06
CRY2,-1.24138464733852,6.62063384687812,73.3934189849357,1.06219659845317e-17,1.15415447530442e-16
CRYAB,-4.81017169400496,8.3377183342878,187.288388392902,1.24233621805618e-42,1.13803173974855e-40
CRYBG3,-2.32301172322299,5.23120306861155,80.6331693803495,2.7175933693218e-19,3.50075919284413e-18
CSF1,-1.13726776607755,6.55110104386842,35.1533412231375,3.04738103154984e-09,1.22554887765774e-08
CSF3,-7.13027388666965,1.1510954313208,33.3846067320974,7.56201382898141e-09,2.89467569408281e-08
CSMD1,-2.41607577709709,1.16113259355022,24.605679970907,7.03440874117022e-07,2.09886644887528e-06
CSMD2,2.25192365635047,1.42839194716421,68.5981396515115,1.20717936156118e-16,1.16487951414437e-15
CSN1S1,-8.35102757277478,3.93556015288533,27.1559592743546,1.87685770526113e-07,6.02082441393471e-07
CSN2,-9.79873257188469,4.5300632828831,13.6046824205675,0.000225622066114816,0.000472334657057696
CSN3,-8.88466972965996,3.13900679935226,25.3660854224256,4.74181780375235e-07,1.44222547035502e-06
CSPG4,-1.58882291918722,6.56631897088973,24.6653378696604,6.81998051875847e-07,2.03857609388042e-06
CSRNP1,-1.83282570361003,7.10355055610214,56.0345280278166,7.1209389209656e-14,4.97786461613446e-13
CSRNP3,-2.27807687028334,3.36158972554166,49.943813398336,1.58212127091337e-12,9.4819453360374e-12
CSRP1,-1.28282442301267,9.2585372447463,34.872185252106,3.52074815724505e-09,1.40308727922113e-08
CSRP2,-1.30664264097312,4.31907630536099,40.7794053088538,1.70419664127898e-10,7.90716070879739e-10
CST1,7.2379321106505,2.91110613803675,79.8284846602469,4.08362896260804e-19,5.15968866338723e-18
CST2,5.90515745163953,1.356329544365,114.14047887851,1.21396224580948e-26,3.3571018835373e-25
CST4,9.89254494442943,2.2529072762939,182.700336437208,1.24695564278398e-41,1.06119947638474e-39
CST5,8.99696753562191,2.08377643364571,60.1810677264577,8.6520413849334e-15,6.76922170276729e-14
CST6,2.62621055061604,1.55304464467244,62.4224089037101,2.77151611532563e-15,2.28494181732878e-14
CST9,3.3299631644874,3.61861554310108,15.6725453890373,7.53094420789158e-05,0.000169061751270078
CSTF2,1.0240744642824,4.13102215910848,113.762189848912,1.46912362424934e-26,4.02894173128338e-25
CT62,1.76451724412118,2.57882548910685,21.0366381904107,4.50584121784159e-06,1.21002751434341e-05
CTF1,-1.33019848777,4.21092706617887,22.6809322607503,1.91256370590771e-06,5.39765251275751e-06
CTHRC1,2.60295388452942,5.90103699030741,102.107521053038,5.25885071920531e-24,1.11347511776946e-22
CTNNA3,-1.89940296290649,0.845606757227691,22.4638548212407,2.14135329984158e-06,6.01119203622265e-06
CTNNAL1,-1.03505767118501,5.12246131270925,31.1263125309936,2.41771742022239e-08,8.73322394621416e-08
CTNND2,1.46658234023141,3.94086986583282,17.9542261848378,2.26281441076791e-05,5.50817215213869e-05
CTPS2,1.25958168293351,5.63631382727121,91.5056776048665,1.11272462054815e-21,1.86032325344114e-20
CTSD,1.0036750072282,10.1849887785863,34.3465888664916,4.6120800722428e-09,1.8122713206123e-08
CTSG,-2.64527463042761,2.37724248298212,31.9854081047856,1.55335017286426e-08,5.73474450888678e-08
CTTNBP2,-1.22344251921285,3.03617837113382,22.9799965761211,1.63695861731767e-06,4.66676488459852e-06
CTXN1,2.67919332880264,4.29744509886399,157.98864318417,3.11259387882815e-36,1.73975533286534e-34
CUBN,-1.52251151688209,2.3635665292244,39.0663718779189,4.0963946789118e-10,1.8151005109011e-09
CX3CL1,-3.08010417303914,8.36619315262849,92.3832332230469,7.14165997604584e-22,1.22028026870493e-20
CXCL10,2.6152777549218,4.39425878947843,64.4235717260147,1.00350396249043e-15,8.70297223485292e-15
CXCL11,3.01331420607621,2.52279491657979,78.5730279905204,7.70948783234422e-19,9.4337526898379e-18
CXCL12,-1.76611946257677,8.29991462811957,52.0802776169278,5.32773604493063e-13,3.37227284878503e-12
CXCL17,2.37563365566133,4.00791220064374,18.7379242533137,1.49970018816921e-05,3.75024553215924e-05
CXCL1,-2.40850498408909,1.73126110154378,29.7130318810108,5.00969084173481e-08,1.73810709871972e-07
CXCL2,-4.30135440507624,4.06008994777639,141.590980944132,1.19485862603295e-32,5.08431617290342e-31
CXCL5,-4.03885055672714,1.24685533189611,34.4142926211204,4.45440202059489e-09,1.75240134368229e-08
CXCL9,2.22953302430531,5.48692466287911,26.5434225487556,2.5768054351648e-07,8.11619878110287e-07
CXXC5,1.02244069073731,7.21922631266114,58.7268612337053,1.81151436134383e-14,1.36313097207567e-13
CXorf36,-2.16693155075623,5.80784520352909,99.9142840024294,1.59137393409994e-23,3.21467282767417e-22
CXorf40A,1.0699075920738,4.18401266664771,86.323189925136,1.52806127866852e-20,2.25971483485611e-19
CXorf40B,1.04210795918699,4.40230974911545,70.4403310153759,4.74400659676681e-17,4.82484125042028e-16
CYB561,1.1294337043992,7.65500229561479,42.9226790490117,5.69466514364606e-11,2.79978859149591e-10
CYB5R3,-1.16021838202889,8.48551813322769,49.5145454926262,1.96906386920012e-12,1.16894336177402e-11
CYFIP2,1.88503784241306,5.08621284165514,83.7621248262599,5.5803751873099e-20,7.75666270767174e-19
CYGB,-1.95313398850794,5.58851246571765,71.7474243004127,2.44583000768086e-17,2.57280252243367e-16
CYP11A1,-1.83545155219197,1.22217661188279,39.2702462299036,3.69021986497457e-10,1.64897324657451e-09
CYP1A1,-4.38065366811904,1.34358328124656,13.7134907681606,0.000212919521022154,0.0004468938904783
CYP21A2,2.27876015915431,1.22896924847819,58.537216449153,1.99481601675891e-14,1.49594190318742e-13
CYP24A1,2.72533412157226,2.46654173703702,9.94696253320615,0.00161115015894205,0.00298450803912437
CYP26B1,-2.80128415943913,4.25884310796162,51.0775660258118,8.87872368321064e-13,5.47542048177801e-12
CYP27B1,1.30586705634237,1.93560792015857,21.6078048404198,3.34487939341882e-06,9.13661847242803e-06
CYP2U1,-1.05654826064789,4.2420408028391,56.7308611563356,4.99730964939588e-14,3.55936887608969e-13
CYP39A1,-2.0363524216477,2.74199319115673,69.3908060756376,8.07642663254495e-17,7.9663082897939e-16
CYP4F8,3.25706515541126,4.29716610709616,14.0747404779485,0.000175687417246635,0.00037330746148524
CYP4Z1,2.23113339599216,5.61075160970169,9.70567898185956,0.00183699438429726,0.0033739616991458
CYP4Z2P,2.25250720180983,3.15440607263317,18.7943078829113,1.4560102323291e-05,3.65206901970968e-05
CYP51A1,1.34754356757244,2.19872225370236,60.1335335547475,8.86353172670573e-15,6.92647197908621e-14
CYR61,-1.58659017923228,8.75211690142781,31.4895847839737,2.0051289373674e-08,7.31866513912933e-08
CYYR1,-2.2576587026946,5.50987487514015,150.713233736956,1.21078267019345e-34,5.93733613476648e-33
DAAM2,-1.65557018916285,5.51596768415582,38.0375365932738,6.93965934647372e-10,2.99251541155066e-09
DAB2IP,-1.42222601174411,7.24867445312218,93.9454758231901,3.24336199630528e-22,5.67416287709058e-21
DAB2,-1.10036372599422,6.95509500206295,33.7685742464326,6.2073532165188e-09,2.39980059434641e-08
DACH1,1.49025384395114,5.04078396532797,31.3347581623338,2.17156829375549e-08,7.88688253384601e-08
DACT2,-4.58916442640715,2.40425854302185,96.0468100254459,1.12199043574245e-22,2.07576098707976e-21
DAPK2,-1.16372995890341,4.61820655541484,36.1284943447172,1.84725872185823e-09,7.61236794752639e-09
DARS2,1.26692503273086,5.07766066413636,155.746121447266,9.61935177294881e-36,5.20036349331835e-34
DBF4,1.2287657093035,3.48317550218138,152.801599310467,4.23285374978441e-35,2.13929401583932e-33
DBNDD1,1.41801812021284,5.43964570032866,44.3608216248614,2.73098185002217e-11,1.40500708204534e-10
DBNDD2,1.10744556037573,2.72476368886949,41.3572747694195,1.26798696865966e-10,5.9757113624829e-10
DCAF10,1.1971498395384,6.46836583160178,78.6570564812228,7.38843459474458e-19,9.05769895346428e-18
DCAF13,1.31083968106553,5.84269945724391,122.434612130058,1.85426692167749e-28,5.82372261043994e-27
DCDC1,2.99891494452178,1.88899145145044,78.8773540101022,6.60880039182514e-19,8.13974658903505e-18
DCHS1,-1.08812458076356,6.20254652375039,29.2585575410606,6.33358904619988e-08,2.16834604485914e-07
DCHS2,-2.18575799382671,1.65045140952643,39.5285879959115,3.23291811698082e-10,1.45696695869812e-09
DCN,-2.04020375943647,10.7255866081858,44.0101250278288,3.26681614797401e-11,1.65932120939257e-10
DCTPP1,1.3811874935384,5.37639327137056,148.352781030048,3.97205679459899e-34,1.86460502411229e-32
DCT,-4.53682410905322,0.954929939377903,53.1340676051212,3.11542118754529e-13,2.03241943050988e-12
DCX,-2.3617411278462,2.16387808599849,10.3766122522514,0.00127621652390969,0.00241079366560114
DDR1,1.07662348411919,8.77812455181502,27.7767223799364,1.36154484580368e-07,4.44998465336876e-07
DDR2,-2.59036319739861,7.63148587551683,66.874429726265,2.8936399130915e-16,2.65438136951251e-15
DEFB132,-3.01304935938673,3.0282946579371,15.5232367374076,8.14972683179448e-05,0.000182085106094514
DEFB1,-2.27102246399591,3.08974621384897,20.4108434226161,6.24747994894907e-06,1.64764758774991e-05
DEGS2,2.92996068342861,6.14615863170214,128.907826498634,7.10420513506004e-30,2.52591832713146e-28
DENND2A,-2.49026311870828,4.1077659517501,97.5342504782718,5.29327071088392e-23,1.01487694690799e-21
DENND2C,-1.16499558454814,2.24096081490433,53.4855911391693,2.60496451819962e-13,1.7146749979826e-12
DEPDC1B,3.24684808564755,1.96813839662544,205.550362405911,1.28439654543769e-46,1.51272096704183e-44
DEPDC1,3.16735060694386,2.96315013912426,180.494883910529,3.77892162516482e-41,3.03949726570422e-39
DES,-4.17467244039929,5.90826181412325,43.8687426610521,3.51152289132062e-11,1.77473174173986e-10
DGAT2,-3.26027482464591,7.75504143263466,47.3180855481044,6.0352790675316e-12,3.35629705648438e-11
DGCR5,1.34422004580722,0.943087762366737,21.2884870445638,3.95097310213275e-06,1.07038994023892e-05
DGKG,-1.08395509147893,0.919969087619763,19.109735303185,1.23413757265499e-05,3.13670688263814e-05
DGKI,-1.19735117542343,2.83320258437964,16.9905027454825,3.75672629707471e-05,8.83332915948529e-05
DHCR24,1.41888599791905,9.43677208538278,51.1527016695764,8.54529910695784e-13,5.27720227153e-12
DHRS13,1.49090392503069,3.0369581503389,62.2364465843617,3.04598098195268e-15,2.5002822111349e-14
DHRS2,2.43141567957478,7.1675558984653,9.51643225518461,0.00203640104868408,0.00371178198607043
DHRS3,-1.56271372702259,6.47743704799822,43.8386963004669,3.56584652470485e-11,1.80011792986535e-10
DHTKD1,1.00267961869803,6.00829856252877,64.7612021200063,8.45475892781684e-16,7.39567142021432e-15
DIAPH2,-1.03099009055142,5.0090242639567,32.488862404915,1.19877579427195e-08,4.49489809614592e-08
DIAPH3,2.49191299894383,2.75919570245813,163.974188394806,1.53249964049484e-37,9.44635642886331e-36
DIO1,4.83742887315723,3.20003548230843,86.8499486440358,1.17075066585539e-20,1.74698778657223e-19
DISP2,1.48703734776671,2.86701946416903,19.1030982141748,1.23843682189055e-05,3.14642144020767e-05
DIXDC1,-1.100630727021,6.11660227945316,66.7940650831551,3.01404178561662e-16,2.75907183858909e-15
DKK3,-1.37466350203571,6.95999137338832,35.3170386819338,2.80170216208263e-09,1.13122905479131e-08
DLC1,-1.82774297445211,6.70168168675706,57.8363471055017,2.84857244559694e-14,2.09684816572931e-13
DLEU1,1.07616267114804,2.44032549525297,49.0616846027384,2.48038262389852e-12,1.45740432925815e-11
DLEU2,1.72543109444354,1.87089404318212,111.436306233222,4.74817606207771e-26,1.22091989151788e-24
DLG2,-1.18166614643121,2.19377446525747,29.8706314822445,4.61855933214712e-08,1.61258380493257e-07
DLG3,1.15244561484689,6.15196768760713,42.5763825904044,6.79752011624968e-11,3.30627167601215e-10
DLGAP5,3.19443713404664,3.4257807374807,165.696174854863,6.44516443011505e-38,4.08741173065613e-36
DLK1,-7.79563822080446,3.38868646357845,41.8448333488942,9.88115281505098e-11,4.71059945006641e-10
DLK2,-1.90215532922262,2.89748396415432,57.3699796717989,3.61076663463707e-14,2.61701223502734e-13
DLL1,-1.28951896580327,3.67266872230813,59.9994944047707,9.48817458921068e-15,7.38834185397155e-14
DLL4,-1.23633672132112,4.74150624262344,32.2322509365119,1.36801058712029e-08,5.0918249590022e-08
DLX2,2.14552927144974,1.23684527737858,10.6265142307759,0.0011147764802953,0.00212469535494514
DLX3,1.40950954715011,2.02873935610176,20.8093531373052,5.07345879725599e-06,1.35665913226442e-05
DLX5,1.05138909212061,0.654031646973147,12.6259411277644,0.000380430301765689,0.000772158195197908
DMD,-3.93728662738699,6.2519994033409,230.549192125799,4.52453080132415e-52,1.02901872069426e-49
DMGDH,-2.05917767326732,2.47089936840472,31.7747108475394,1.73132411988404e-08,6.37751925869601e-08
DMRT2,-3.21581850290031,1.90904638029619,42.5740509941181,6.80562775058358e-11,3.30899504821039e-10
DMRT3,-2.22253570032667,1.10105057480025,33.073510784731,8.87394859228313e-09,3.37532456403711e-08
DMRTA1,-2.92567853433367,1.36062475922792,34.556285133018,4.1410229655922e-09,1.63594591012659e-08
DNA2,1.9007001230062,2.82754971632796,206.448437147976,8.17988081261653e-47,9.80916434538406e-45
DNAH10,1.03032391491048,1.10915780675714,21.5800056077017,3.39371360506923e-06,9.26266835598349e-06
DNAH11,2.5984063906685,0.840981138330511,49.4436470466805,2.04152587460982e-12,1.20707161864537e-11
DNAH14,1.97921674718956,3.33799576092108,169.082506701239,1.17370587201661e-38,7.85906302424926e-37
DNAH1,-1.17642648787559,3.98193279670514,34.5937933660406,4.06199374475723e-09,1.60907501898019e-08
DNAH5,1.33195817645948,4.10470413433748,19.4498239755024,1.03277357187952e-05,2.65148232515817e-05
DNAH7,1.12405821197076,1.9521851873395,30.7814089175,2.88791393762268e-08,1.03405192049894e-07
DNAJA4,1.12216632981006,6.02818578036889,49.9077295855754,1.6114857766754e-12,9.64916426696562e-12
DNAJB4,-1.4938514610136,5.26845691740357,99.7167057104172,1.75831807260019e-23,3.53028518959956e-22
DNAJC12,3.00788882388503,4.9514397892769,82.9258171898077,8.51912233882878e-20,1.15494083012837e-18
DNAJC1,1.44611848719249,6.08385361781476,103.3349373553,2.83018144541476e-24,6.14028346158982e-23
DNAJC22,1.92831876094002,4.06083637530932,26.5833115227336,2.52414708134594e-07,7.95794076243651e-07
DNAJC6,1.12566299106273,2.48870473871426,18.1804599389535,2.00929810631814e-05,4.93385169777413e-05
DNALI1,1.48863518262216,5.30397159507041,38.4820927158508,5.52583888852883e-10,2.41282160802992e-09
DNASE1L3,-3.08062779842,2.42476271655141,53.328252792154,2.82218282211704e-13,1.85118914005698e-12
DNER,-4.16706138571343,1.6275066071505,60.436121449765,7.60053610068033e-15,5.98202098472997e-14
DNMT3B,1.16576867217919,2.92124748834922,74.0887099288185,7.46842529959465e-18,8.24401657966135e-17
DOC2A,1.82032949608529,2.32551476365626,39.0772677044554,4.07359644917019e-10,1.80560520030255e-09
DOC2B,-1.75506918942536,5.42443653734739,39.9434212446704,2.61426584185127e-10,1.18954055604898e-09
DOCK11,-2.23031688277064,5.77511851106806,51.7373829749441,6.34432108659105e-13,3.97945503819413e-12
DOCK6,-1.09446386940792,6.0827208997142,39.4344864793904,3.39252254893837e-10,1.52368964736282e-09
DOK2,-1.17101389835136,3.61892819637095,17.3805214359127,3.05945357753369e-05,7.29391869532747e-05
DOK5,-1.05739808588936,2.36207683629899,22.2181362754169,2.43364090158643e-06,6.76547041787705e-06
DOK7,2.55595456619548,3.15260556746896,42.7907620018587,6.09191653430461e-11,2.98286826295516e-10
DONSON,1.43515634336131,3.84388774907467,177.023557808446,2.16435138885429e-40,1.58610884279872e-38
DPCD,1.13880990547639,3.98685791886077,79.4376911305001,4.97675687746856e-19,6.19432445225262e-18
DPF3,-1.81626170827568,1.00134763045576,43.4128187187676,4.43274762880277e-11,2.20984028615031e-10
DPP3,1.35119902896605,5.81299646987194,129.230850940801,6.03720996522946e-30,2.15817985504991e-28
DPP4,-1.3794983940258,4.41473902348864,22.8087068470268,1.78953137046263e-06,5.07104367513912e-06
DPP6,-4.77120080331614,1.32424487021537,91.8489800156538,9.35500923848607e-22,1.58207598544705e-20
DPT,-4.10714031336432,7.91476253514594,70.9298010248773,3.70164154209848e-17,3.80876392993924e-16
DPY19L2,-1.26324469521162,1.980693777756,17.4490065589722,2.9511847533644e-05,7.05620411122526e-05
DPYD,-1.18872151809871,5.44568917265079,47.2828833233265,6.1446453733822e-12,3.41280072085409e-11
DPYSL2,-1.75764693060165,7.45097060775075,113.846900084155,1.40768291176119e-26,3.88467474666147e-25
DRD2,-1.93528199517995,1.93072132101574,12.0479483160962,0.000518494149011371,0.00103268251843711
DSC1,-2.13500296619386,0.702575311782536,30.0491899172104,4.21224460152658e-08,1.47579597712449e-07
DSC2,-1.13842425083045,6.52832768396916,16.8456395379046,4.05463789952399e-05,9.47638705397254e-05
DSC3,-2.5277861839638,5.48950318681156,27.4909667102258,1.57829962769342e-07,5.12161141178448e-07
DSCC1,1.28793954483013,2.93565832991418,79.3806647187487,5.12249794889423e-19,6.36860230385144e-18
DSEL,-1.21984636913625,3.92987782976576,31.976260930749,1.56068183657237e-08,5.75858856118212e-08
DSG1,-4.73080392681753,2.99580393259535,47.2651942872672,6.20034820354912e-12,3.44084110866708e-11
DSG3,-2.17461979622281,4.78337447767473,12.9616688705914,0.000317933645219605,0.000651726917496784
DSN1,1.23935384291229,4.56993588171707,169.062489774262,1.18558121896758e-38,7.89848578757642e-37
DSP,1.13288294188472,9.71342361104719,15.977528314214,6.40988372087096e-05,0.000145429611561763
DST,-2.55729062912271,9.44680174013631,94.3250078731963,2.67746177702579e-22,4.72773273075738e-21
DTL,3.2821983319585,4.14226980226443,276.907044296175,3.5450137816107e-62,1.94842819971778e-59
DTX1,-2.94600904545117,5.1899658786991,70.2234557580758,5.29530439466814e-17,5.36485101920641e-16
DTX3L,1.05493983707939,6.59302130049067,63.1282653364937,1.93674836422049e-15,1.62723870525048e-14
DUSP13,5.17727146967963,1.14349636886039,80.2409424050591,3.31428238545345e-19,4.22811401803834e-18
DUSP15,1.45711398501917,2.27099863551071,31.0350702894351,2.5340803082411e-08,9.12808665920491e-08
DUSP1,-2.08693252220562,8.88070949322323,66.3893184728633,3.70102277382562e-16,3.34614060380629e-15
DUSP22,-1.15282850143518,5.55002097878062,83.1211469636811,7.71756462809472e-20,1.04950922689894e-18
DUSP26,-1.49945596201032,1.39164140513645,8.52424733828718,0.00350445652342888,0.00614888081944005
DUSP2,-1.3020251051821,4.49049372624221,15.6192182665747,7.74632788573736e-05,0.000173608314202098
DUSP6,-1.56171628358766,7.0305481513859,60.5214827278562,7.2779850542386e-15,5.73842802453445e-14
DYNC1I1,-1.26026450242954,1.97919774568488,27.7187083979611,1.40299304522714e-07,4.58091120286911e-07
DYNLRB2,1.84220929322491,1.04030018317342,62.8916297947029,2.18398381154732e-15,1.82681867204316e-14
E2F1,2.16432658439571,4.05220627286051,153.81864558901,2.53724342696233e-35,1.32812611289921e-33
E2F2,2.42839956367535,2.88104461518502,109.14523646204,1.50819996875427e-25,3.73959883230029e-24
E2F5,1.26448891762675,3.54355309984569,67.0131847579729,2.69697344581196e-16,2.49829892722652e-15
E2F7,3.28081145203851,1.84322081793323,232.673247387392,1.55727826715294e-52,3.73491956763899e-50
E2F8,3.49157372851684,2.13719744112715,141.894673862086,1.02544302809909e-32,4.42046372014874e-31
EARS2,1.21662449541439,5.50939845610554,118.596452567864,1.28358301319621e-27,3.82206400159622e-26
EBF1,-3.06293960249181,5.76648711262284,89.8820023876888,2.52796224652736e-21,4.04688713518718e-20
EBF2,-2.15796914740237,3.5631712475171,51.3012046572547,7.92270038827104e-13,4.91341517732408e-12
EBF3,-2.70650776219591,4.16501976026222,75.5200151837383,3.61721530966309e-18,4.13114174456846e-17
ECE2,1.48191566833192,3.312308720605,99.5085462050867,1.95318683488049e-23,3.90963392092693e-22
ECHDC1,-1.4769902708048,5.95561649848726,68.9986227289812,9.85322258327166e-17,9.61345111656334e-16
ECHDC2,-1.03264507791527,6.36556370201791,37.7805302078958,7.91679704979071e-10,3.39280279024657e-09
ECHDC3,-1.42512166427635,5.63909897581199,31.3358088663072,2.17039338734885e-08,7.88478633228274e-08
ECM1,1.35204229854882,6.52396172533423,20.572047816239,5.74285394033791e-06,1.52299932301965e-05
ECM2,-2.43567855501346,6.26875642549836,55.5892906168613,8.93088467404399e-14,6.15824881000075e-13
ECSCR,-1.72523223479296,2.90897158939723,59.2596421208118,1.3818160320072e-14,1.05850959803757e-13
ECT2,2.09043772758939,5.28568517812432,218.714708681422,1.72481315187302e-49,2.95480653069571e-47
EDA,-1.05315956171299,2.62989822767121,23.2279451316525,1.43891149863574e-06,4.14306595270747e-06
EDEM3,1.03732022348387,6.54713720523782,84.0437643287285,4.83942400697942e-20,6.76237733856626e-19
EDN1,-1.42032734455848,4.55574630810144,31.9235895921691,1.60357862233788e-08,5.91356041578388e-08
EDN2,2.34535802879623,1.88362517791271,47.71331876752,4.93328713508074e-12,2.77979455783213e-11
EDN3,-4.632053834687,2.98437203981613,40.2303542583701,2.257137756883e-10,1.03238225211663e-09
EDNRB,-2.2306149915393,4.93378032576561,97.2852242090216,6.00266010740539e-23,1.14093788871447e-21
EEF1A2,3.21481075017285,6.67155633525926,55.2579458819477,1.05706129223114e-13,7.22316596372513e-13
EEPD1,-1.8394047811559,4.79074618076483,85.8467509331267,1.9443460698664e-20,2.84660033380774e-19
EFCAB1,-1.60194526964669,1.62738325740415,13.902289930181,0.000192563714937781,0.000407133829739425
EFEMP1,-1.71601900637654,8.18346283495108,23.1685541978993,1.48404345111024e-06,4.2602866514897e-06
EFHC2,1.90544012214236,1.09954047506837,83.37721962546,6.77988023781554e-20,9.32569345328726e-19
EFNA3,2.06323408368197,3.84554641481344,84.5640123129374,3.71974588809367e-20,5.27603957095093e-19
EFNA4,1.25154386125629,4.31437158274261,38.8659334394186,4.53933599702132e-10,2.00195189357099e-09
EFNB1,-1.19973116979314,5.81248059843983,46.3491686693378,9.89494774216468e-12,5.34497361453293e-11
EFNB3,-1.15981486935522,3.94843628505188,17.4116045619683,3.00982782533431e-05,7.18599798081174e-05
EFR3B,1.25592811875793,3.23448276575106,26.8010298626425,2.25517122597783e-07,7.17164022224531e-07
EFS,-1.23104633812184,6.50402336711991,29.3157163116143,6.14949092856526e-08,2.11024804471135e-07
EGFL7,-1.57096664719269,6.05084886729062,39.4712220581079,3.32929800406388e-10,1.49682242575346e-09
EGFLAM,-1.8424361174798,4.69032162346811,87.908516294096,6.85528807203695e-21,1.04662158516481e-19
EGFR,-3.54943870846747,7.18501059427417,214.015952698895,1.82699455647351e-48,2.7701017464876e-46
EGLN3,1.45175099104425,4.92909065460555,39.6208655555555,3.08370911871009e-10,1.39210153952446e-09
EGOT,1.16920309059473,1.09400908919879,10.7933591333418,0.00101864866113076,0.00195191668927598
EGR1,-2.64222124460069,10.2177371269949,57.3199348787833,3.70382037338365e-14,2.68003809902928e-13
EGR2,-2.29525918537529,6.10780566140354,50.5139733800104,1.18319351744136e-12,7.17256695246736e-12
EGR3,-1.26969754355989,6.53867790311467,12.5929366580526,0.000387207276730812,0.000784947162648861
EHBP1,-1.22100323599883,6.08503350772429,64.552095759171,9.40134876744997e-16,8.18028968281217e-15
EHD2,-2.06594315083732,8.38844498356268,69.1492276787929,9.12881063527322e-17,8.95302164237093e-16
EIF2AK1,1.02714669650951,7.78763407280796,130.30298562246,3.51769153082172e-30,1.28894080508526e-28
EIF3H,1.20601674173826,8.56163122355848,52.0812646221881,5.32505875700396e-13,3.3721963544714e-12
EIF5AL1,1.36477115818918,1.4240331185141,11.4963956101384,0.000697312805112316,0.00136614484067081
ELAVL2,2.65374404201371,1.03925681017304,75.9845095543967,2.85898730520886e-18,3.30235565175219e-17
ELF5,-3.74494290350651,6.06871975809705,28.9505873044768,7.42482981024871e-08,2.51194998786845e-07
ELL3,1.65943185898769,0.928761611982551,69.137419010258,9.18363260407507e-17,9.00009641013033e-16
ELMOD3,-1.34299176362668,5.53604498173806,46.3733895146511,9.77338497220975e-12,5.28363611345979e-11
ELN,-1.4387770269758,7.41913951018605,14.9277163713221,0.000111709683074452,0.0002439269043925
ELOVL2,1.89131702455653,4.68773721067399,24.4682424792094,7.55448173920698e-07,2.24490129808244e-06
ELOVL3,-1.81051175172462,1.0769721853905,15.2323610348731,9.50604362043851e-05,0.000209935076841126
ELP2,1.35181240107458,7.55733489736252,54.4640036676984,1.58321459793871e-13,1.06280833391397e-12
EMCN,-1.99660008768808,5.44792072776526,82.5001918342052,1.05659879372487e-19,1.41354915700049e-18
EME1,2.93308035321809,1.95159537788127,262.841362859735,4.12267951632006e-59,1.81274218332593e-56
EME2,1.35529568243459,4.33414744875797,48.6566761315421,3.04928529204288e-12,1.767272508231e-11
EMILIN2,-1.97573155403249,5.12991866539837,62.1657975669753,3.15724080442749e-15,2.58838803301448e-14
