,Mycontrast.logFC,Mycontrast.AveExpr,Mycontrast.t,Mycontrast.P.Value,Mycontrast.adj.P.Val,Mycontrast.B
ZNF219,-1.38150938743397,5.61504107322649,-9.26747852453567,1.16319552482584e-16,1.69356646445669e-15,26.7623927732856
PIP4K2C,1.10230010968668,6.07213601391837,9.26394267892292,1.18863539212305e-16,1.72679399311621e-15,26.7202157712357
ANO6,-1.25197019288701,7.35866316869493,-9.25826745440892,1.23063003700664e-16,1.78583507350435e-15,26.6908032783017
SKAP1,1.89633515889575,3.1943680962116,9.22360127806102,1.52116672817356e-16,2.17161367005816e-15,26.6796835599878
SPRY1,-1.7757432730012,6.17667320813233,-9.24990232371415,1.29523490369905e-16,1.86726159723433e-15,26.6786659950405
DUSP1,-1.98978276019696,8.1412575583831,-9.23991366079737,1.37681242442889e-16,1.98053791610049e-15,26.5859199703422
GALE,1.66017958841889,4.37832480372295,9.22149618821314,1.54086035231533e-16,2.19735015215043e-15,26.5789593783797
FES,-1.49760553844119,4.73675531999805,-9.20250695612924,1.73037417829405e-16,2.44907358217562e-15,26.5537390000103
TNFRSF10D,-2.28245519994627,2.57994568781886,-9.14808490267563,2.41184326757539e-16,3.35243672735374e-15,26.5462298514232
SLIT3,-2.3997724371356,6.75040327475825,-9.21574086458588,1.59600707858247e-16,2.2710819173227e-15,26.4954462068798
RCBTB2,-1.13185518786057,4.41700402539271,-9.17409809079943,2.05802125779387e-16,2.8941746707419e-15,26.4837997874486
MRPL13,1.0982636840949,4.86979142815309,9.21872545144117,1.56716840992205e-16,2.23245340121834e-15,26.4785611775877
BTNL9,-4.32890651148869,4.51047658426368,-9.14237695961208,2.49723594991008e-16,3.46747783318567e-15,26.4382587840387
USP53,-1.29804760088344,6.03433623353708,-9.20686087424094,1.68496980847738e-16,2.39509016633891e-15,26.408764125268
PDGFRA,-2.04873033254884,6.15976011680886,-9.20568517371253,1.69711234071333e-16,2.4097533785091e-15,26.4033352030841
FBXL19,1.02415077189596,4.98185588972705,9.20446687974257,1.7097866191416e-16,2.42489408049442e-15,26.3833579546095
ITGA7,-3.88587283395891,5.61858951896933,-9.17060092881172,2.10240255424598e-16,2.95343898754619e-15,26.3796647156182
ZNF462,-1.82670584792893,4.81015795822389,-9.18346198091692,1.94372297963717e-16,2.74220853736833e-15,26.3532561614159
THRA,-1.25704637220766,6.53202597082781,-9.20070785793426,1.74948939123419e-16,2.473474229343e-15,26.337211878242
ATP6V0B,1.11148577097228,6.52588044621715,9.19864578906169,1.77165713510538e-16,2.50213375472967e-15,26.3349689662458
RBKS,1.3224328183434,2.56350481953676,9.13355735891432,2.63512973051618e-16,3.6550995031797e-15,26.3348252295859
FAM13C,-2.20147873904543,2.16359547291828,-9.10705302835678,3.09677354713953e-16,4.24190445070794e-15,26.3228972084087
MEIS2,-1.79294720889615,3.88157729978034,-9.13041759143598,2.68602631902152e-16,3.71787756287648e-15,26.2785366810004
ATAD5,1.13653116844056,2.52437694367898,9.13024048163845,2.68892628037324e-16,3.71799020591231e-15,26.2504752900271
EGR1,-2.74174809756814,9.00538698989063,-9.17501299234842,2.0465651692073e-16,2.8811356613675e-15,26.2391043894366
EMILIN3,-4.52333482446968,0.893615788778173,-9.08497734406084,3.54206080700387e-16,4.83678303366336e-15,26.2310460796297
RUSC1,1.0922416190807,6.13853922769029,9.18204999163848,1.96054489639896e-16,2.76298586841866e-15,26.2289000776043
GPAM,-3.68865907853594,6.45092132127163,-9.15362859057194,2.33168967466279e-16,3.25474269825152e-15,26.1958415860009
KCTD3,1.2418342652553,7.26338803697096,9.16332544617354,2.19780697169426e-16,3.07762969889798e-15,26.1569297994545
SMS,1.14274895742512,6.38477309639215,9.16368157536477,2.1930383184298e-16,3.07421556412406e-15,26.1216300518037
RIMBP2,-2.71362519171738,-0.767727382038802,-9.05929873235318,4.14067820049003e-16,5.61930927393662e-15,26.0838175587601
SHANK3,-1.81246263152951,6.03053852482436,-9.15315933091057,2.33837056826442e-16,3.26061798794672e-15,26.0814303470871
SASH1,-1.73663812075846,6.68205828176903,-9.15382503594483,2.32889850471038e-16,3.25429027284266e-15,26.0630548854558
TLE2,-1.40723198597777,6.15886927891266,-9.15290324324671,2.34202453980834e-16,3.26226459393999e-15,26.0479206652881
TMBIM1,-1.29189885602469,7.61628965771705,-9.14977184914579,2.38716664252712e-16,3.32163662252903e-15,26.0374816219455
LRP4,-1.63496506430379,3.30079110508641,-9.10759444453337,3.086582855086e-16,4.232340378528e-15,26.0331636032148
HAPLN1,4.17870752012627,-1.81283507953428,9.04393461270038,4.54589315896546e-16,6.13765370111704e-15,25.9681494606991
PCDHGB7,-1.76776069836184,2.80819677433652,-9.06945037824546,3.89285844848399e-16,5.29934941114058e-15,25.9633910323048
KCNMB1,-3.29512007050945,3.93162648285205,-9.08201324710494,3.6065084168694e-16,4.91969519409765e-15,25.9464449249298
MSI2,1.54941839495128,6.66403236938699,9.129395481106,2.70280508552264e-16,3.7332672128931e-15,25.9285399130393
CXCL10,2.63899330140872,2.92359582298972,9.10941194565933,3.05261662238937e-16,4.19012131799564e-15,25.92287207035
FBXL6,1.09991600274758,4.49004621260868,9.11848317751437,2.88856829842965e-16,3.98568037914074e-15,25.9039496764139
C1orf74,1.00778369399667,2.85644879205696,9.06524220667513,3.9937450267189e-16,5.43108151004629e-15,25.8387837259946
RBBP7,1.00218461932772,7.28124098150726,9.11006742785947,3.04045812710816e-16,4.17777949527956e-15,25.8297443285078
DUSP6,-1.66958169830381,6.64652181461194,-9.11112377174486,3.02096535338931e-16,4.15532366804572e-15,25.8040239968423
CYP39A1,-2.07915460354313,2.17184348192095,-9.0171105950049,5.35008383931532e-16,7.17204836630166e-15,25.7778479984882
LEPR,-2.96445137162403,4.89959645217667,-9.03251791452016,4.87231835904255e-16,6.56493886354752e-15,25.6604114224943
DENND2A,-2.39287674794676,3.40815227173969,-9.01659732921768,5.36677717543076e-16,7.18712261127991e-15,25.5677947855638
B3GNT5,-1.81721519337048,3.28915320744501,-8.99582283571752,6.08773175660457e-16,8.09508766142852e-15,25.5120245310248
KLHDC9,1.86412862235856,2.80730393299106,9.00797376850648,5.65512037523762e-16,7.54263830836799e-15,25.5004597475202
OLR1,2.91569899576788,2.60120625572496,8.99846242414475,5.99103985250064e-16,7.97455163414086e-15,25.4938842088947
CRB3,2.21887302452713,3.07000284318344,9.02508472526655,5.0972697986058e-16,6.86102917483767e-15,25.4698726225222
TSEN54,1.05189305250135,4.94882858870589,9.03941170404616,4.67252596968842e-16,6.30217689838036e-15,25.3961185627707
ADCYAP1R1,-3.03412388216071,2.30080875267553,-8.93385842481324,8.86138555321781e-16,1.16308991873131e-14,25.2778977562773
AKAP12,-2.58110030614102,6.30565403620536,-9.01743628685585,5.33951790118964e-16,7.16516588347839e-15,25.2687304995696
PECAM1,-1.76072747841752,8.05416850413816,-9.0185264406345,5.30430239117102e-16,7.12515813054347e-15,25.2558198616809
WDYHV1,1.08743309993958,3.59782016856121,8.9938215511907,6.1620744788518e-16,8.18569229109105e-15,25.2525116775486
FAM124A,-1.78028787331177,2.31935832057199,-8.94501587143153,8.28264884475559e-16,1.09038344222726e-14,25.2105653004886
SKI,-1.17217754345271,7.32701544101203,-9.01058338605092,5.56627479406865e-16,7.43918245274159e-15,25.2054069068618
SCN3B,-2.70406164403718,1.32251009192277,-8.91300949323714,1.00526709268968e-15,1.31032393474995e-14,25.1995949401437
CPNE2,-1.43261559444021,5.22662401305916,-8.99252911213164,6.21056437976919e-16,8.24180631122086e-15,25.1805808223168
WTIP,-1.64147488681918,4.72740239659114,-8.95231994411892,7.92430104184516e-16,1.04425030012967e-14,25.1021565369019
PKN3,-1.15633499669514,4.50940421054951,-8.95877939472324,7.6202597898601e-16,1.00518846888045e-14,25.0170989748369
PRDM11,-1.11538277206509,3.95158530556156,-8.93634615317838,8.72896023257192e-16,1.14799316478421e-14,25.0126496781235
SLC22A15,1.49059591738258,2.02900756150019,8.90678371394264,1.04383442589214e-15,1.35791123391944e-14,24.9899232679358
PHLDB1,-1.56066277561792,7.17400306917342,-8.97122102245017,7.06695036143587e-16,9.3500644150151e-15,24.9786015945403
S100B,-5.36842885767908,3.76274235557202,-8.86340157377962,1.35662724516186e-15,1.73571968874201e-14,24.9067580694466
GALT,-1.14950811788101,3.95342198452169,-8.89981663965651,1.08874017246553e-15,1.41076341994036e-14,24.8202498453811
KCNH8,-4.1061206665874,-0.216328165398826,-8.84908048562008,1.47910136533586e-15,1.87965569461901e-14,24.8096149720789
KCNK15,2.4083445405143,2.89667827865409,8.91603021692642,9.87068133521797e-16,1.28915007418673e-14,24.8095774898995
SERPING1,-1.87662713189727,8.65708742773453,-8.93448794203193,8.82768788579521e-16,1.15982102491558e-14,24.8061074631729
LPCAT2,-1.421002440785,5.14368071285416,-8.92366641126521,9.42509741134917e-16,1.23339742016971e-14,24.7693521771041
TCF7L1,-2.09563657796951,5.62464288085302,-8.91488884395448,9.93905743758579e-16,1.2967963072126e-14,24.7536041141415
FGFR1,-1.52627093571387,7.50001033242218,-8.92964699951325,9.09013357406534e-16,1.19074430958784e-14,24.7306528714689
VIM,-1.85316170382321,10.4571262736142,-8.90299956440487,1.06799145974165e-15,1.38660190407993e-14,24.7194495905587
JAM3,-1.19979583928344,5.41322481889987,-8.92262508559811,9.48466217279985e-16,1.23996212806147e-14,24.6875320979771
RPL39L,1.35489296835607,3.06177200254037,8.89573921084868,1.11590638039292e-15,1.4431295160552e-14,24.655341363728
SLC2A12,-2.1253837087975,1.35799355855667,-8.82809950522815,1.67863503537602e-15,2.11488775087346e-14,24.6447772111871
SYT17,2.10324423261417,3.5348301879728,8.89673398997751,1.10921707340247e-15,1.43588639992659e-14,24.6319127791523
DDR2,-2.45958097163865,6.72452053962193,-8.91257325505601,1.00792271706234e-15,1.31248850550536e-14,24.631393116791
OGFOD2,1.08259225811116,0.845916279085628,8.81646105198163,1.80062874107138e-15,2.25351932860271e-14,24.620327084814
MFAP4,-3.08141114010924,6.64882451131445,-8.90177696413834,1.07591438428647e-15,1.3955149108282e-14,24.6150961208815
PPM1J,2.09310338281888,2.69641356032985,8.8464315299792,1.50293099306861e-15,1.904434460093e-14,24.593683012585
ZNF93,1.23473971028583,2.80787689965213,8.86419167911014,1.35017169174227e-15,1.72913735784197e-14,24.5912025910941
CBX8,1.36511713972035,3.11199181455639,8.84673269774556,1.50020261941008e-15,1.90280507236907e-14,24.508411704644
SLC30A8,4.87622743373256,-1.13135903685486,8.7978762894869,2.01395301000195e-15,2.50386938312306e-14,24.4615581227228
CTPS2,1.15889979754306,5.44796042704035,8.88674523777259,1.17823517341221e-15,1.51926687903035e-14,24.4492319922711
ABCA5,-1.67526681896916,5.01248029274985,-8.8477555899082,1.49097262009923e-15,1.89291817437238e-14,24.4402384265889
AGMAT,1.86853521892999,0.442360119980203,8.78318925646339,2.20015180820875e-15,2.71998149035442e-14,24.4339706024285
TUBB6,-1.72032263718292,6.39467168120384,-8.8786607629942,1.23720810558933e-15,1.59064445622113e-14,24.4322175602101
SPNS2,-1.91086243574143,4.8276742145064,-8.84514673927691,1.51462582252203e-15,1.91741163386642e-14,24.4289421635237
PLCG2,-1.53830274077196,4.87454105420233,-8.85458424052824,1.43078444552551e-15,1.82528797107611e-14,24.4179582348212
KIAA0895,1.31581090710718,3.33572382663215,8.85065131047736,1.46514822101264e-15,1.86371940051859e-14,24.4139011589967
ADAMDEC1,3.26374994443067,0.119198471974642,8.78252041993385,2.20902689375056e-15,2.72700532376746e-14,24.4075373354749
KANK1,-1.72028789411099,6.35440484122794,-8.86832741090713,1.31687564543174e-15,1.68977691039786e-14,24.3732880382252
ITGA9,-1.67846619778516,5.09211485040148,-8.85295644573807,1.44490896173343e-15,1.83974846662409e-14,24.3689837314967
FAM110A,1.36876706839998,4.97291377820632,8.86079299188659,1.37815929780593e-15,1.76156000943392e-14,24.3041284467513
UGP2,-1.20098426759489,7.39207705578865,-8.85977215344787,1.38667779592017e-15,1.77073250783959e-14,24.2852605693766
MYBL1,1.86610953363389,2.75167421810785,8.81596034994993,1.80607031277265e-15,2.25818706121176e-14,24.2827691556578
GPSM2,1.11660153305903,3.86116485265726,8.84205485123559,1.54314185443258e-15,1.9516379867517e-14,24.2803388823226
FUT2,2.57723712716965,1.96283377408933,8.77906408967671,2.25546056238912e-15,2.78054021294157e-14,24.2413913541002
MANEAL,1.83597931110366,3.48176390436261,8.83221912899659,1.63745182372049e-15,2.06694995279397e-14,24.2227292826075
TMOD1,-3.23707560805252,2.26519962278666,-8.75053581267455,2.67767673754694e-15,3.27351564828375e-14,24.2108981895551
SCN2B,-2.86228865616731,1.0532016063223,-8.73859571139967,2.87689963169884e-15,3.50407968991131e-14,24.1891184363371
RIMS3,-2.14438040116637,3.43247627621991,-8.78244965932324,2.20996792593997e-15,2.72700532376746e-14,24.1826294591023
SEMA3F,1.25001644118918,6.42539311079415,8.83566927499711,1.60373509368452e-15,2.02632850773875e-14,24.1671116030801
KCNJ11,1.94203813205868,3.27732343037766,8.82014032797264,1.76113945892871e-15,2.21038921053555e-14,24.150038212408
SDSL,1.41379268638413,3.61856822506839,8.79675319211811,2.02762074916432e-15,2.51848825821342e-14,24.1446649825625
APOBEC3B,2.64835414672797,1.27159407181562,8.7694773204496,2.38939090896999e-15,2.93741430384186e-14,24.1355061058176
MIPOL1,1.15359247798113,3.68149486375177,8.80396126882505,1.94147721485019e-15,2.41832161861085e-14,24.1222307293749
ARHGAP20,-2.78759108408681,2.87983637869336,-8.74439831350486,2.7783073033085e-15,3.3902545456006e-14,24.121322121087
ARHGAP21,-1.05451142167989,6.58681070000219,-8.82927114627305,1.66681868624429e-15,2.10200815394344e-14,24.0970180044754
APOD,-3.00565444673614,8.60610301039615,-8.81849228989699,1.77872011334268e-15,2.22821434141532e-14,24.0866503312607
LRP5,-1.36201028048793,7.52162022094738,-8.82047075994253,1.75763537410598e-15,2.20809221141257e-14,24.0803838746298
CHD9,-1.01933258657755,6.22532257156566,-8.82239867037059,1.73732845725386e-15,2.18466155191951e-14,24.0673707896277
SLC7A11,2.20173820134466,1.70045971654598,8.73441134452881,2.95014638050049e-15,3.58667105116884e-14,24.0103171781288
FLNC,-2.48194589138058,5.12124333996775,-8.78702999484369,2.14986907256153e-15,2.66280966536706e-14,24.0010112030094
LIG3,1.07455356645252,5.2118625375474,8.80819377125994,1.89259997344587e-15,2.35966788749759e-14,23.9798902605173
ADAM33,-3.27833364783288,4.14353378842031,-8.72646144243554,3.09445051333706e-15,3.7586461069456e-14,23.9580617293714
FOXD2,1.90760416729819,1.0078260220737,8.7102451830088,3.41090355311819e-15,4.12781915313597e-14,23.9000817391249
MGLL,-2.24834175421334,7.19053316495396,-8.79376292866914,2.0644624140872e-15,2.56183666079249e-14,23.8987169238562
PCSK4,1.67345273957877,2.01257802829688,8.71002383186977,3.41543840091021e-15,4.12951860187045e-14,23.866828887134
NOTCH4,-1.67045945001377,5.43956932555231,-8.76511035483419,2.452990578005e-15,3.00999057808967e-14,23.8067827359015
DNAJC1,1.30274063560767,5.6432405294968,8.77737760533362,2.27846825898428e-15,2.80366369442739e-14,23.7896644263887
MYCBP,1.05737466409323,4.78910986300241,8.76410143877587,2.46792183241866e-15,3.0254978523638e-14,23.776052653562
EPHA2,-1.67483753308512,4.88847656817706,-8.72580987488582,3.10658394349744e-15,3.76991249297835e-14,23.7528433412158
IL20,3.9053384457721,-1.62627431062622,8.65990306819943,4.61289256738875e-15,5.45834869701074e-14,23.7216306701081
ERG,-1.63602269704537,4.77520728098924,-8.73562927877193,2.92863750045933e-15,3.56380602108478e-14,23.7139083508954
MMEL1,1.90117358258569,1.19769035425134,8.66568457858952,4.4558432783587e-15,5.30478598238535e-14,23.710589523425
FAT1,-1.89977177876186,7.71162059932424,-8.75536393868821,2.60106702307592e-15,3.18280845096423e-14,23.6970440365381
ISM1,-2.57824555992193,4.49160138674361,-8.6963627917573,3.70722083768421e-15,4.46185675820186e-14,23.68538969717
COMTD1,1.21489134427468,2.96304448557938,8.71789186206933,3.25786489380089e-15,3.94623469367562e-14,23.6812968797053
COL24A1,1.92711951876384,0.698595051401373,8.64657194317405,4.99629099770577e-15,5.889729629199e-14,23.6171334614214
HS3ST4,-7.66993994554451,-1.27261233370754,-8.667616805654,4.40454964044479e-15,5.24845657697446e-14,23.5964596348701
EEPD1,-1.84927591950843,4.38623897548972,-8.67818522331599,4.13420181547601e-15,4.94866208239056e-14,23.4924191976497
CLTC,1.03658856100436,9.1400526094986,8.68958434681396,3.86106169306205e-15,4.63432800665891e-14,23.4532403511128
CENPW,1.31414586567296,2.28945136065439,8.65987036516199,4.61379637416949e-15,5.45834869701074e-14,23.4530463389031
FAM135A,-1.15206682763688,3.60123471265099,-8.66146880182555,4.56982590037213e-15,5.42091487875978e-14,23.4462198138071
DNMT3B,1.09437487104583,2.40671127587389,8.66447103523385,4.48836140163732e-15,5.33868126681676e-14,23.4385455339769
KLHL13,-3.43647708763519,3.88924208240694,-8.64604476425117,5.01208637531199e-15,5.90307423006611e-14,23.3703386704721
TAGLN,-1.93387469100685,8.90181077937303,-8.68822285141394,3.89271816775955e-15,4.6680768500833e-14,23.3560010774151
PTPRN,3.20033869892115,-1.28783048304332,8.59952826296072,6.62006040498551e-15,7.66010673703192e-14,23.3264889508405
ANKRD29,-2.51219778749987,3.26316219556529,-8.59620792198963,6.75272583064847e-15,7.77949401153572e-14,23.2901043464409
AMZ1,2.75322915202347,0.117123552742044,8.58440081460816,7.2462334254169e-15,8.31174479258037e-14,23.2691574948309
SNRPE,1.05190388369663,5.52021146403986,8.69035076818684,3.84335408635151e-15,4.61727538734633e-14,23.2671272295301
FERMT2,-1.82660387361928,6.40826816060751,-8.67705880687976,4.16221302301622e-15,4.97767470413481e-14,23.209596951411
EMCN,-2.01229684673423,4.97412303549771,-8.63401965803856,5.38616446941857e-15,6.31545737920892e-14,23.1879057859483
AHNAK,-1.49089855995611,11.4310205848488,-8.63271560120528,5.42836202617824e-15,6.35928272533901e-14,23.1665611765577
FNDC4,-2.30036119378359,4.03325720504478,-8.61287324635909,6.11246736660146e-15,7.11646575753221e-14,23.1621569719303
THSD1,-1.50008685703948,3.25784224159145,-8.58411838060527,7.25846701354813e-15,8.3185437337718e-14,23.109162118621
CLDN10,-4.23421154191637,-1.31599241983472,-8.56583288773835,8.09574034058182e-15,9.17447687565419e-14,23.1039027801619
NMRAL1,1.05729302389256,5.54085381781749,8.65392885001636,4.78095435150802e-15,5.64597751573342e-14,23.0714755737242
PRKCA,-1.86446113551287,3.79490515316772,-8.60032169725191,6.58874362413344e-15,7.63056340175103e-14,23.0710941661666
FAM151B,1.29610218698832,0.702619782852967,8.54043387532089,9.42006178026713e-15,1.06023920600259e-13,23.0327916306186
TP53INP1,1.42932903186003,6.24347235272446,8.64682523355733,4.98871948739287e-15,5.88606428964216e-14,23.0263390177717
STXBP6,-3.23710600867976,1.34512349699697,-8.53599413980258,9.67270640124969e-15,1.08682001821878e-13,23.0113814734
CNKSR2,-3.201354096958,0.873222276588321,-8.53467628750086,9.74898616088946e-15,1.09215939394475e-13,23.0069328848093
TSPAN1,2.80196250460364,4.4754384163383,8.62682409640635,5.62313358699037e-15,6.56413762353893e-14,23.0005702780391
SFXN5,1.51478092297765,4.26748812103798,8.63166191117058,5.46269778672546e-15,6.38904932549667e-14,22.9993653806014
GOLT1A,2.31558689768719,1.53988491691682,8.5750913352303,7.66046540247843e-15,8.71113785552526e-14,22.9723300109689
BBC3,1.29076909103327,3.50080240753217,8.60709253046998,6.32741565535218e-15,7.34726583712594e-14,22.9374847432209
PNPLA2,-1.78605625425796,8.34807577599235,-8.62621262395554,5.64374210740856e-15,6.58236977354787e-14,22.9316869517286
TLN1,-1.08257821439136,9.14466952018882,-8.60777685781527,6.301583120096e-15,7.32371655834241e-14,22.9283936812758
CAPN5,-1.31439395601522,3.71542281920762,-8.57697895322806,7.57461599099563e-15,8.62839028818854e-14,22.8567368110709
NELL2,2.95566293399115,2.90151572101609,8.59670467950834,6.7327110050172e-15,7.76321598489352e-14,22.8328982217078
SLAIN1,-2.39512208603719,1.88422230574259,-8.51368943641575,1.10474433829138e-14,1.22356696611265e-13,22.7959907243348
TGFB1I1,-1.41293040721509,5.97944941043242,-8.60272167898436,6.49490947199085e-15,7.52850183172507e-14,22.7837523707141
GRIN2B,-5.1522347028547,-0.525603202347441,-8.52891043964069,1.00898098928096e-14,1.12792103640721e-13,22.7329860112843
HIF3A,-5.35108254072107,1.33093411619015,-8.48619739481611,1.30113994960641e-14,1.42552633515433e-13,22.7180529042265
SLC4A8,2.30710364196327,3.43763367434852,8.58301230679523,7.3065742294448e-15,8.36640804345541e-14,22.7142154864682
AGR3,4.14430761892995,4.05215798089247,8.57430778415456,7.69638472001121e-15,8.74444537826597e-14,22.71404549348
WDR90,1.31752946546165,5.42253363876929,8.59397079467447,6.84359663383268e-15,7.87730219868123e-14,22.7076692235081
LPIN1,-1.58061738073907,5.65998496466429,-8.58582426959846,7.18488768155428e-15,8.24855121039013e-14,22.7072570525718
AKT3,-1.65064712535049,5.55400253806508,-8.58926507609282,7.03872351865051e-15,8.08778762495809e-14,22.6988247893386
WFIKKN1,1.83760529042325,-0.0426961168150405,8.49068653181244,1.26685223187683e-14,1.39027019889246e-13,22.6847812168385
BMPR1B,4.87774485817714,3.64352713103693,8.56630271934785,8.07307164548938e-15,9.15665417675412e-14,22.6741065984434
SAMD5,-3.57509931770097,3.43515160566965,-8.51829147277784,1.07487588957309e-14,1.1933080294734e-13,22.6653957832072
B3GALT1,-4.49148663949765,-0.546296863376369,-8.50835189574946,1.14041997494471e-14,1.26096227070374e-13,22.6262644226992
B3GALNT1,1.08700452668424,4.5875293140735,8.57573812021772,7.63094115158262e-15,8.68505131410927e-14,22.6229584166315
DLL1,-1.26492689047463,3.4339445354559,-8.5285093598498,1.01139534596625e-14,1.12965898075353e-13,22.6065139339428
MAP7D3,-2.26925354651266,4.06549621215421,-8.51933481909165,1.06821659791836e-14,1.18709731618711e-13,22.6053248076371
SOD2,-1.30322812183552,8.52432928589596,-8.56259565846845,8.25365968100165e-15,9.33739492728068e-14,22.5876048764291
LIPE,-4.38798188501075,6.04565074765384,-8.53470031577947,9.74759002682482e-15,1.09215939394475e-13,22.5716330432723
CFB,2.67702193731389,4.09355925765543,8.54436476974358,9.201849001829e-15,1.03744948874467e-13,22.5706090788265
ACTG2,-4.36060237839172,5.95794138119245,-8.53658852993766,9.63849622088238e-15,1.08389943435345e-13,22.5659869140528
NPR1,-3.86065108222144,5.12654296739596,-8.50069254464529,1.19362177869679e-14,1.31757865127945e-13,22.5440931042823
ROBO4,-2.11795059135298,5.51547531974897,-8.54097373858556,9.38979105265339e-15,1.05773470346329e-13,22.5429135397607
PMAIP1,2.07119504663941,2.89836512603504,8.53283036928186,9.85683673562341e-15,1.10281198795257e-13,22.5426508469528
LARP6,-1.9402807997422,4.09412226077444,-8.52321317920686,1.04381969589239e-14,1.16096337339937e-13,22.5374759601754
GNAI1,-2.5100830491226,4.76838006056845,-8.51817612752751,1.07561462136599e-14,1.1933080294734e-13,22.526189929162
GULP1,-1.64063748440327,3.77944515932799,-8.49150437411875,1.2607029316487e-14,1.38582769761483e-13,22.5060025850697
PTK6,2.18198537915371,3.70675734831064,8.53461545818194,9.75252146263879e-15,1.09215939394475e-13,22.5030061185875
GAS6,-1.42926853688845,7.69662115461523,-8.54459308219005,9.18933025736427e-15,1.03692434067487e-13,22.4507272463098
DNER,-5.04437987002028,-0.713292272427934,-8.45285356979281,1.58635943990009e-14,1.71944678485802e-13,22.4380376664356
SAA1,-5.48223293502057,6.13990799821009,-8.47611847622416,1.38151536446649e-14,1.50608009691549e-13,22.4126828881386
PDZRN3,-1.51347593160017,5.51283759525346,-8.53460128779295,9.75334520557134e-15,1.09215939394475e-13,22.4112029248404
WDR86,-2.66346946692924,3.23253586103742,-8.46139640736884,1.50785556661682e-14,1.63974631321043e-13,22.396046198641
PDZD2,-2.545933016099,5.6113127951841,-8.51380895389958,1.10395831197668e-14,1.22356696611265e-13,22.3317950773057
RAP2C,1.21300789258467,5.45350739059158,8.52728415180289,1.01880624703579e-14,1.13601633175394e-13,22.3116443186835
LRRC8E,2.01386803892955,0.622977231963073,8.41883113659411,1.94135437986051e-14,2.08198419713333e-13,22.2997863909365
SPHKAP,-6.55469412650012,-1.16490384632666,-8.42258071219855,1.89865229026685e-14,2.04116726657783e-13,22.2867814639369
HCN2,3.07615366183505,-1.07254578382428,8.41227659478822,2.01830310505166e-14,2.15749078271771e-13,22.2860781771779
DPCD,1.08129563578597,3.76491813115254,8.4906900106803,1.26682601153833e-14,1.39027019889246e-13,22.279854944853
ALDOC,-2.81359814177116,4.71791186077235,-8.46066576740422,1.51441611526816e-14,1.64416979230471e-13,22.2507516039993
CORO2B,-2.18213621159564,3.05662692209479,-8.44002822217851,1.71189805617158e-14,1.85247311394251e-13,22.237785580722
BHLHE41,-1.61661221894338,6.12665123459595,-8.50802495673348,1.14264201513218e-14,1.26236104033572e-13,22.2049173600965
LIX1L,-1.54680478817582,5.24778001099909,-8.48244823000074,1.3304807716953e-14,1.4552547147125e-13,22.1946066581667
FOXP2,-2.25438861049175,1.92220425117164,-8.41468045962418,1.98973694497735e-14,2.13040747087632e-13,22.1539228917107
EHBP1,-1.17233343244755,5.87079851696756,-8.49653688206347,1.22351082965064e-14,1.34831506716136e-13,22.1491355510872
APBA1,-1.76509471635897,3.61845671875419,-8.43645585205981,1.74858895280051e-14,1.88907754925401e-13,22.146086426456
SLC2A10,1.41771081996563,5.72070216790875,8.4945274284377,1.23822894763796e-14,1.3622583860127e-13,22.1245661866415
ZNF467,1.24101785125231,4.36446698010181,8.47857171404671,1.36150909570792e-14,1.48795911197043e-13,22.0828364339818
GRASP,-1.88465914948195,4.00045916331172,-8.43839432975189,1.72858352014832e-14,1.86899550936692e-13,22.0618939100129
MFSD3,1.25016512614105,4.59384769475658,8.46347470223697,1.48934806653795e-14,1.62095629915034e-13,22.0211901887946
TPM2,-1.99692808968038,7.54675226448426,-8.47272005548239,1.40971272123817e-14,1.53555082624712e-13,22.0206072881076
CXCL12,-1.91588230831397,7.78506969069971,-8.47679667342956,1.37595562391163e-14,1.50125977130011e-13,22.0160830892348
FSTL4,2.8065666594613,0.746503288164447,8.36826169494566,2.61953574856942e-14,2.75552600154539e-13,21.9554052955186
IQCC,1.02795706207492,2.37917683396096,8.38880186976482,2.31956934853732e-14,2.45960122801895e-13,21.9310286889992
C3orf52,1.96809206674839,2.83263655994108,8.4134106525596,2.00477623510863e-14,2.14476912549213e-13,21.9291522241988
CCDC96,1.43946327460511,1.92856155196272,8.38070494130031,2.43351190094462e-14,2.56393414419812e-13,21.925361682899
SYAP1,1.10015696889717,6.76696037744664,8.46080542074152,1.51315995569132e-14,1.64415922368404e-13,21.922874623249
LMO2,-1.61126975018785,4.69752927039378,-8.42175373528061,1.90798945192548e-14,2.04953492348119e-13,21.9122971819092
DNAJC12,2.67405707455901,3.60147645566657,8.42827051913971,1.83562847621784e-14,1.97824961027692e-13,21.8251571415246
CCDC3,-2.87870464664515,5.40932034461038,-8.42984396492951,1.81856961133509e-14,1.96146784489952e-13,21.7990859346054
SCN5A,-2.62800168119553,0.1392643102983,-8.32200365921819,3.44347262170523e-14,3.57660215377273e-13,21.7798527220704
SHISA9,2.72985961953527,1.03888334699508,8.38406287211854,2.38559895378622e-14,2.52353133916552e-13,21.779476476628
DPT,-3.82199555398531,6.34212364292274,-8.40182422519761,2.1473215953383e-14,2.28983986775324e-13,21.7703168512659
CCDC125,1.09680849839388,4.81500250977074,8.41639818194901,1.96957073227184e-14,2.11052863764402e-13,21.7222255823475
